-0.6816 0.6598 0.3162 -0.6816 0.6598 0.3162 
-0.9602 -0.2782 -0.0263 -0.9602 -0.2782 -0.0263 
0.3916 0.4576 0.7983 0.3916 0.4576 0.7983 
-0.5118 0.3432 0.7876 -0.5118 0.3432 0.7876 
-0.2776 0.9581 -0.0705 -0.2776 0.9581 -0.0705 
0.8468 0.3409 -0.4083 0.8468 0.3409 -0.4083 
-0.1839 0.9266 0.3281 -0.1839 0.9266 0.3281 
-0.1792 0.3024 -0.9362 -0.1792 0.3024 -0.9362 
0.5265 0.7279 0.4393 0.5265 0.7279 0.4393 
0.5656 0.5791 -0.5872 0.5656 0.5791 -0.5872 
-0.2669 0.6921 0.6706 -0.2669 0.6921 0.6706 
-0.7280 -0.6512 -0.2144 -0.7280 -0.6512 -0.2144 
0.0038 0.3917 -0.9201 0.0038 0.3917 -0.9201 
-0.4032 0.8390 0.3652 -0.4032 0.8390 0.3652 
-0.7875 -0.4742 0.3936 -0.7875 -0.4742 0.3936 
0.3063 -0.8299 -0.4663 0.3063 -0.8299 -0.4663 
-0.7374 0.0856 0.6700 -0.7374 0.0856 0.6700 
0.1533 0.9842 0.0890 0.1533 0.9842 0.0890 
0.6882 0.6322 -0.3560 0.6882 0.6322 -0.3560 
-0.2112 0.6336 -0.7442 -0.2112 0.6336 -0.7442 
-0.0011 0.9262 -0.3769 -0.0011 0.9262 -0.3769 
-0.0370 0.9671 -0.2516 -0.0370 0.9671 -0.2516 
0.6262 -0.0294 -0.7791 0.6262 -0.0294 -0.7791 
0.5474 0.4133 -0.7277 0.5474 0.4133 -0.7277 
0.1061 0.9348 -0.3390 0.1061 0.9348 -0.3390 
-0.9117 0.3359 -0.2367 -0.9117 0.3359 -0.2367 
-0.0435 0.2499 0.9673 -0.0435 0.2499 0.9673 
-0.1460 -0.5278 0.8367 -0.1460 -0.5278 0.8367 
0.6827 0.6661 0.3005 0.6827 0.6661 0.3005 
-0.6995 -0.4294 -0.5712 -0.6995 -0.4294 -0.5712 
0.3183 0.8728 -0.3701 0.3183 0.8728 -0.3701 
0.8981 -0.2406 -0.3681 0.8981 -0.2406 -0.3681 
-0.3846 -0.6360 0.6690 -0.3846 -0.6360 0.6690 
-0.2094 -0.9655 0.1551 -0.2094 -0.9655 0.1551 
-0.4682 0.8680 0.1656 -0.4682 0.8680 0.1656 
0.4716 0.5934 -0.6523 0.4716 0.5934 -0.6523 
-0.6990 -0.4213 0.5778 -0.6990 -0.4213 0.5778 
-0.5404 0.3799 0.7508 -0.5404 0.3799 0.7508 
-0.6185 0.3365 0.7101 -0.6185 0.3365 0.7101 
0.5621 -0.7647 -0.3150 0.5621 -0.7647 -0.3150 
-0.6421 0.3801 -0.6658 -0.6421 0.3801 -0.6658 
0.2839 0.8076 0.5169 0.2839 0.8076 0.5169 
