-1.000000 -1.000000 -1.000000 -1.039028 -0.079642 -1.079642
-1.000000 1.000000 -1.000000 0.959386 1.998414 0.998414
-1.000000 1.000000 1.000000 0.959386 1.998414 2.998414
1.000000 1.000000 -1.000000 1.039028 0.079642 -0.920358
-1.000000 -1.000000 -1.000000 -1.039028 -0.079642 -1.079642
-1.000000 1.000000 1.000000 0.959386 1.998414 2.998414
-1.000000 1.000000 1.000000 0.959386 1.998414 2.998414
1.000000 1.000000 1.000000 1.039028 0.079642 1.079642
1.000000 1.000000 -1.000000 1.039028 0.079642 -0.920358
-1.000000 -1.000000 1.000000 -1.039028 -0.079642 0.920358
-1.000000 -1.000000 1.000000 -1.039028 -0.079642 0.920358
-1.000000 1.000000 -1.000000 0.959386 1.998414 0.998414
-1.000000 1.000000 1.000000 0.959386 1.998414 2.998414
-1.000000 1.000000 -1.000000 0.959386 1.998414 0.998414
1.000000 1.000000 1.000000 1.039028 0.079642 1.079642
1.000000 1.000000 -1.000000 1.039028 0.079642 -0.920358
-1.000000 -1.000000 1.000000 -1.039028 -0.079642 0.920358
-1.000000 -1.000000 1.000000 -1.039028 -0.079642 0.920358
-1.000000 1.000000 -1.000000 0.959386 1.998414 0.998414
-1.000000 -1.000000 1.000000 -1.039028 -0.079642 0.920358
1.000000 -1.000000 -1.000000 -0.959386 -1.998414 -2.998414
1.000000 -1.000000 1.000000 -0.959386 -1.998414 -0.998414
1.000000 1.000000 -1.000000 1.039028 0.079642 -0.920358
-1.000000 1.000000 1.000000 0.959386 1.998414 2.998414
-1.000000 1.000000 1.000000 0.959386 1.998414 2.998414
-1.000000 -1.000000 -1.000000 -1.039028 -0.079642 -1.079642
-1.000000 -1.000000 -1.000000 -1.039028 -0.079642 -1.079642
1.000000 1.000000 -1.000000 1.039028 0.079642 -0.920358
-1.000000 -1.000000 -1.000000 -1.039028 -0.079642 -1.079642
1.000000 -1.000000 1.000000 -0.959386 -1.998414 -0.998414
-1.000000 -1.000000 1.000000 -1.039028 -0.079642 0.920358
-1.000000 1.000000 1.000000 0.959386 1.998414 2.998414
-1.000000 1.000000 -1.000000 0.959386 1.998414 0.998414
-1.000000 1.000000 1.000000 0.959386 1.998414 2.998414
-1.000000 1.000000 -1.000000 0.959386 1.998414 0.998414
-1.000000 1.000000 1.000000 0.959386 1.998414 2.998414
1.000000 -1.000000 -1.000000 -0.959386 -1.998414 -2.998414
-1.000000 -1.000000 1.000000 -1.039028 -0.079642 0.920358
1.000000 -1.000000 -1.000000 -0.959386 -1.998414 -2.998414
-1.000000 1.000000 -1.000000 0.959386 1.998414 0.998414
-1.000000 -1.000000 1.000000 -1.039028 -0.079642 0.920358
-1.000000 1.000000 1.000000 0.959386 1.998414 2.998414
1.000000 -1.000000 -1.000000 -0.959386 -1.998414 -2.998414
1.000000 1.000000 -1.000000 1.039028 0.079642 -0.920358
-1.000000 -1.000000 1.000000 -1.039028 -0.079642 0.920358
-1.000000 1.000000 -1.000000 0.959386 1.998414 0.998414
-1.000000 -1.000000 -1.000000 -1.039028 -0.079642 -1.079642
1.000000 -1.000000 1.000000 -0.959386 -1.998414 -0.998414
1.000000 -1.000000 -1.000000 -0.959386 -1.998414 -2.998414
1.000000 1.000000 1.000000 1.039028 0.079642 1.079642
1.000000 1.000000 -1.000000 1.039028 0.079642 -0.920358
-1.000000 1.000000 1.000000 0.959386 1.998414 2.998414
1.000000 -1.000000 1.000000 -0.959386 -1.998414 -0.998414
-1.000000 -1.000000 1.000000 -1.039028 -0.079642 0.920358
1.000000 1.000000 1.000000 1.039028 0.079642 1.079642
-1.000000 1.000000 1.000000 0.959386 1.998414 2.998414
-1.000000 1.000000 -1.000000 0.959386 1.998414 0.998414
